loan_id,disbursal_month,disbursal_date,segment,city_tier,loan_amount,tenure_months,interest_rate,bureau_risk_score,is_bad_vintage
L2159,2025-06,2025-06-01,Salaried,Tier 3,101680,48,12.26,754,True
L2160,2025-06,2025-06-01,Salaried,Tier 3,103608,36,11.71,611,True
L2161,2025-06,2025-06-01,Self-Employed,Tier 2,84500,48,20.82,678,True
L2162,2025-06,2025-06-01,Self-Employed,Tier 1,63606,12,17.08,548,True
L2163,2025-06,2025-06-01,Salaried,Tier 3,48783,24,18.76,767,True
L2164,2025-06,2025-06-01,Self-Employed,Tier 3,61857,24,17.82,661,True
L2165,2025-06,2025-06-01,Salaried,Tier 1,24168,36,15.48,823,True
L2166,2025-06,2025-06-01,Salaried,Tier 1,93118,12,21.32,865,True
L2167,2025-06,2025-06-01,Self-Employed,Tier 3,71091,12,19.95,521,True
L2168,2025-06,2025-06-01,Salaried,Tier 3,73193,36,12.38,780,True
L2169,2025-06,2025-06-01,Self-Employed,Tier 2,109128,12,20.12,703,True
L2170,2025-06,2025-06-01,Salaried,Tier 2,41872,36,15.18,561,True
L2171,2025-06,2025-06-01,Salaried,Tier 2,69955,24,13.25,609,True
L2172,2025-06,2025-06-01,Salaried,Tier 2,82914,48,20.08,710,True
L2173,2025-06,2025-06-01,Self-Employed,Tier 2,85187,36,19.19,900,True
L2174,2025-06,2025-06-01,Salaried,Tier 1,112745,12,16.18,559,True
L2175,2025-06,2025-06-01,Self-Employed,Tier 1,140948,48,14.29,471,True
L2176,2025-06,2025-06-01,Salaried,Tier 2,96897,48,11.71,633,True
L2177,2025-06,2025-06-01,Salaried,Tier 2,92267,36,16.41,774,True
L2178,2025-06,2025-06-01,Salaried,Tier 2,86569,24,20.95,768,True
L2179,2025-06,2025-06-01,Self-Employed,Tier 3,150542,24,18.15,700,True
L2180,2025-06,2025-06-01,Salaried,Tier 1,48215,24,13.42,625,True
L2181,2025-06,2025-06-01,Salaried,Tier 1,69955,24,19.96,697,True
L2182,2025-06,2025-06-01,Salaried,Tier 3,95832,36,15.02,772,True
L2183,2025-06,2025-06-01,Self-Employed,Tier 1,155654,48,17.7,658,True
L2184,2025-06,2025-06-01,Salaried,Tier 1,138879,12,12.83,669,True
L2185,2025-06,2025-06-01,Salaried,Tier 2,102283,48,14.88,655,True
L2186,2025-06,2025-06-01,Self-Employed,Tier 3,72253,36,11.8,592,True
L2187,2025-06,2025-06-01,Salaried,Tier 3,138594,36,12.6,624,True
L2188,2025-06,2025-06-01,Self-Employed,Tier 1,69870,36,12.19,771,True
L2189,2025-06,2025-06-01,Self-Employed,Tier 2,121158,24,12.37,688,True
L2190,2025-06,2025-06-01,Self-Employed,Tier 1,51171,24,14.47,672,True
L2191,2025-06,2025-06-01,Salaried,Tier 2,88494,24,21.14,567,True
L2192,2025-06,2025-06-01,Salaried,Tier 3,115836,36,12.89,746,True
L2193,2025-06,2025-06-01,Self-Employed,Tier 1,94542,48,20.86,706,True
L2194,2025-06,2025-06-01,Salaried,Tier 1,121407,48,21.6,562,True
L2195,2025-06,2025-06-01,Self-Employed,Tier 1,92245,36,19.17,798,True
L2196,2025-06,2025-06-01,Salaried,Tier 2,15000,48,12.05,678,True
L2197,2025-06,2025-06-01,Self-Employed,Tier 2,63724,12,20.09,607,True
L2198,2025-06,2025-06-01,Salaried,Tier 3,67093,12,21.91,655,True
L2199,2025-06,2025-06-01,Self-Employed,Tier 1,42388,48,12.91,680,True
L2200,2025-06,2025-06-01,Salaried,Tier 2,15000,24,15.49,502,True
L2201,2025-06,2025-06-01,Salaried,Tier 2,70766,24,19.45,900,True
L2202,2025-06,2025-06-01,Self-Employed,Tier 3,64300,36,21.29,613,True
L2203,2025-06,2025-06-01,Self-Employed,Tier 1,91697,24,21.11,579,True
L2204,2025-06,2025-06-01,Salaried,Tier 2,136192,48,19.84,647,True
L2205,2025-06,2025-06-01,Salaried,Tier 1,92051,24,19.71,522,True
L2206,2025-06,2025-06-01,Salaried,Tier 1,103269,12,12.88,684,True
L2207,2025-06,2025-06-01,Salaried,Tier 3,85131,12,19.53,677,True
L2208,2025-06,2025-06-01,Salaried,Tier 3,60639,24,20.62,647,True
L2209,2025-06,2025-06-01,Self-Employed,Tier 1,92610,36,20.17,586,True
L2210,2025-06,2025-06-01,Salaried,Tier 2,51930,48,20.46,692,True
L2211,2025-06,2025-06-01,Self-Employed,Tier 1,81449,24,14.17,737,True
L2212,2025-06,2025-06-01,Self-Employed,Tier 3,119917,24,11.5,630,True
L2213,2025-06,2025-06-01,Self-Employed,Tier 1,76561,24,16.18,570,True
L2214,2025-06,2025-06-01,Self-Employed,Tier 1,65740,12,19.46,850,True
L2215,2025-06,2025-06-01,Salaried,Tier 2,52627,24,20.49,727,True
L2216,2025-06,2025-06-01,Self-Employed,Tier 3,30790,48,12.32,741,True
L2217,2025-06,2025-06-01,Salaried,Tier 2,88642,12,21.65,569,True
L2218,2025-06,2025-06-01,Self-Employed,Tier 2,63409,12,11.93,549,True
L2219,2025-06,2025-06-01,Self-Employed,Tier 3,118996,24,13.09,619,True
L2220,2025-06,2025-06-01,Salaried,Tier 2,61926,48,21.46,703,True
L2221,2025-06,2025-06-01,Salaried,Tier 2,146653,24,20.04,665,True
L2222,2025-06,2025-06-01,Self-Employed,Tier 2,80089,36,13.76,660,True
L2223,2025-06,2025-06-01,Self-Employed,Tier 3,24465,24,19.73,704,True
L2224,2025-06,2025-06-01,Self-Employed,Tier 1,128686,36,16.64,683,True
L2225,2025-06,2025-06-01,Salaried,Tier 1,41233,36,19.66,454,True
L2226,2025-06,2025-06-01,Salaried,Tier 2,61173,24,13.57,727,True
L2227,2025-06,2025-06-01,Self-Employed,Tier 2,147381,12,13.54,484,True
L2228,2025-06,2025-06-01,Self-Employed,Tier 1,91441,48,20.96,784,True
L2229,2025-06,2025-06-01,Self-Employed,Tier 2,96568,12,14.26,604,True
L2230,2025-06,2025-06-01,Salaried,Tier 1,114663,36,16.03,579,True
L2231,2025-06,2025-06-01,Salaried,Tier 3,145026,36,14.47,733,True
L2232,2025-06,2025-06-01,Self-Employed,Tier 1,129070,36,11.76,599,True
L2233,2025-06,2025-06-01,Self-Employed,Tier 2,82906,36,12.85,669,True
L2234,2025-06,2025-06-01,Salaried,Tier 2,117911,48,17.51,547,True
L2235,2025-06,2025-06-01,Salaried,Tier 1,109866,24,14.99,580,True
L2236,2025-06,2025-06-01,Salaried,Tier 1,31586,12,20.16,599,True
L2237,2025-06,2025-06-01,Salaried,Tier 2,62356,48,12.72,629,True
L2238,2025-06,2025-06-01,Salaried,Tier 1,105944,48,16.43,582,True
L2239,2025-06,2025-06-01,Salaried,Tier 1,122470,48,18.88,566,True
L2240,2025-06,2025-06-01,Salaried,Tier 1,128521,12,20.92,655,True
L2241,2025-06,2025-06-01,Salaried,Tier 1,70396,24,19.64,645,True
L2242,2025-06,2025-06-01,Salaried,Tier 2,104083,48,18.33,735,True
L2243,2025-06,2025-06-01,Salaried,Tier 2,40451,48,16.72,639,True
L2244,2025-06,2025-06-01,Salaried,Tier 1,100383,36,15.37,777,True
L2245,2025-06,2025-06-01,Salaried,Tier 1,103528,24,18.83,770,True
L2246,2025-06,2025-06-01,Salaried,Tier 1,140864,48,18.51,743,True
L2247,2025-06,2025-06-01,Salaried,Tier 3,30305,24,19.12,619,True
L2248,2025-06,2025-06-01,Salaried,Tier 2,105684,48,21.59,648,True
L2249,2025-06,2025-06-01,Salaried,Tier 3,82952,12,13.29,599,True
L2250,2025-06,2025-06-01,Salaried,Tier 1,92628,12,13.73,900,True
L2251,2025-06,2025-06-01,Self-Employed,Tier 2,94891,24,18.66,584,True
L2252,2025-06,2025-06-01,Salaried,Tier 3,50667,48,21.95,703,True
L2253,2025-06,2025-06-01,Salaried,Tier 1,125429,48,17.27,716,True
L2254,2025-06,2025-06-01,Self-Employed,Tier 2,125547,24,17.38,595,True
L2255,2025-06,2025-06-01,Self-Employed,Tier 1,130723,48,20.38,841,True
L2256,2025-06,2025-06-01,Salaried,Tier 1,123148,24,16.75,645,True
L2257,2025-06,2025-06-01,Self-Employed,Tier 2,71966,24,20.22,784,True
L2258,2025-06,2025-06-01,Salaried,Tier 3,76948,12,13.25,809,True
L2259,2025-06,2025-06-01,Salaried,Tier 2,111091,36,12.61,632,True
L2260,2025-06,2025-06-01,Salaried,Tier 2,92996,12,16.22,784,True
L2261,2025-06,2025-06-01,Salaried,Tier 2,131042,48,11.8,691,True
L2262,2025-06,2025-06-01,Self-Employed,Tier 1,65915,36,21.16,540,True
L2263,2025-06,2025-06-01,Salaried,Tier 3,86739,48,18.03,645,True
L2264,2025-06,2025-06-01,Self-Employed,Tier 1,47784,48,19.0,639,True
L2265,2025-06,2025-06-01,Self-Employed,Tier 2,60046,12,18.6,826,True
L2266,2025-06,2025-06-01,Self-Employed,Tier 2,50681,12,16.98,630,True
L2267,2025-06,2025-06-01,Salaried,Tier 1,104958,24,21.97,747,True
L2268,2025-06,2025-06-01,Self-Employed,Tier 3,50730,24,14.45,624,True
L2269,2025-06,2025-06-01,Self-Employed,Tier 1,115905,24,20.33,695,True
L2270,2025-06,2025-06-01,Self-Employed,Tier 2,95750,24,14.79,701,True
L2271,2025-06,2025-06-01,Salaried,Tier 3,46939,48,18.2,627,True
L2272,2025-06,2025-06-01,Salaried,Tier 3,71065,36,18.75,704,True
L2273,2025-06,2025-06-01,Salaried,Tier 2,85579,24,12.68,766,True
L2274,2025-06,2025-06-01,Salaried,Tier 1,120242,12,18.51,686,True
L2275,2025-06,2025-06-01,Salaried,Tier 1,73413,24,20.89,693,True
L2276,2025-06,2025-06-01,Self-Employed,Tier 1,54344,24,18.74,626,True
L2277,2025-06,2025-06-01,Salaried,Tier 1,115876,48,11.71,527,True
L2278,2025-06,2025-06-01,Self-Employed,Tier 2,105297,48,19.02,726,True
L2279,2025-06,2025-06-01,Self-Employed,Tier 2,79356,48,20.34,689,True
L2280,2025-06,2025-06-01,Salaried,Tier 1,87305,12,18.77,682,True
L2281,2025-06,2025-06-01,Self-Employed,Tier 1,100236,24,21.73,815,True
L2282,2025-06,2025-06-01,Self-Employed,Tier 2,91171,12,12.27,747,True
L2283,2025-06,2025-06-01,Salaried,Tier 3,159630,48,19.27,734,True
L2284,2025-06,2025-06-01,Salaried,Tier 1,102201,48,20.3,579,True
L2285,2025-06,2025-06-01,Salaried,Tier 3,107293,36,12.83,544,True
L2286,2025-06,2025-06-01,Salaried,Tier 3,81406,12,21.97,723,True
L2287,2025-06,2025-06-01,Self-Employed,Tier 2,76667,48,15.07,667,True
L2288,2025-06,2025-06-01,Salaried,Tier 2,69573,24,16.2,510,True
L2289,2025-06,2025-06-01,Salaried,Tier 3,97927,24,15.78,676,True
L2290,2025-06,2025-06-01,Salaried,Tier 1,112385,24,12.51,690,True
L2291,2025-06,2025-06-01,Salaried,Tier 3,139391,48,21.58,900,True
L2292,2025-06,2025-06-01,Salaried,Tier 1,95282,24,13.69,772,True
L2293,2025-06,2025-06-01,Self-Employed,Tier 1,55997,24,19.96,711,True
L2294,2025-06,2025-06-01,Self-Employed,Tier 1,72121,12,14.68,673,True
L2295,2025-06,2025-06-01,Self-Employed,Tier 1,67143,48,16.95,714,True
L2296,2025-06,2025-06-01,Salaried,Tier 2,93090,24,13.56,721,True
L2297,2025-06,2025-06-01,Salaried,Tier 1,135910,12,21.82,609,True
L2298,2025-06,2025-06-01,Salaried,Tier 2,103059,36,16.79,770,True
L2299,2025-06,2025-06-01,Self-Employed,Tier 1,54854,36,19.37,568,True
L2300,2025-06,2025-06-01,Self-Employed,Tier 2,111763,24,11.82,670,True
L2301,2025-06,2025-06-01,Self-Employed,Tier 1,89502,36,20.45,741,True
L2302,2025-06,2025-06-01,Salaried,Tier 2,45858,12,16.0,619,True
L2303,2025-06,2025-06-01,Self-Employed,Tier 2,75330,24,14.33,624,True
L2304,2025-06,2025-06-01,Self-Employed,Tier 2,53493,12,12.62,782,True
L2305,2025-06,2025-06-01,Self-Employed,Tier 3,85243,48,15.31,597,True
L2306,2025-06,2025-06-01,Salaried,Tier 2,72881,36,15.22,698,True
L2307,2025-06,2025-06-01,Salaried,Tier 1,79091,24,21.26,833,True
L2308,2025-06,2025-06-01,Salaried,Tier 1,45681,48,15.84,529,True
L2309,2025-06,2025-06-01,Salaried,Tier 3,85289,12,21.01,571,True
L2310,2025-06,2025-06-01,Self-Employed,Tier 2,46443,12,12.21,635,True
L2311,2025-06,2025-06-01,Salaried,Tier 3,123691,48,11.85,714,True
L2312,2025-06,2025-06-01,Self-Employed,Tier 1,51664,48,14.61,747,True
L2313,2025-06,2025-06-01,Salaried,Tier 1,47075,12,20.76,637,True
L2314,2025-06,2025-06-01,Salaried,Tier 1,91216,12,14.82,656,True
L2315,2025-06,2025-06-01,Self-Employed,Tier 1,52086,36,17.8,556,True
L2316,2025-06,2025-06-01,Self-Employed,Tier 2,120876,36,17.21,536,True
L2317,2025-06,2025-06-01,Self-Employed,Tier 1,78016,24,19.34,691,True
L2318,2025-06,2025-06-01,Salaried,Tier 2,82216,36,13.71,900,True
L2319,2025-06,2025-06-01,Salaried,Tier 1,57422,12,14.39,652,True
L2320,2025-06,2025-06-01,Salaried,Tier 2,118811,24,16.65,676,True
L2321,2025-07,2025-07-01,Salaried,Tier 3,47219,36,19.47,715,True
L2322,2025-07,2025-07-01,Salaried,Tier 1,56511,36,15.65,587,True
L2323,2025-07,2025-07-01,Salaried,Tier 3,120593,12,18.64,466,True
L2324,2025-07,2025-07-01,Salaried,Tier 2,50239,12,15.82,446,True
L2325,2025-07,2025-07-01,Self-Employed,Tier 2,71852,24,19.15,724,True
L2326,2025-07,2025-07-01,Salaried,Tier 3,88120,36,16.85,632,True
L2327,2025-07,2025-07-01,Salaried,Tier 1,23136,24,18.3,643,True
L2328,2025-07,2025-07-01,Salaried,Tier 1,53183,36,12.16,797,True
L2329,2025-07,2025-07-01,Salaried,Tier 1,92200,24,20.74,767,True
L2330,2025-07,2025-07-01,Self-Employed,Tier 1,104378,48,12.85,811,True
L2331,2025-07,2025-07-01,Salaried,Tier 2,87666,24,13.96,638,True
L2332,2025-07,2025-07-01,Salaried,Tier 1,82822,12,19.45,740,True
L2333,2025-07,2025-07-01,Self-Employed,Tier 2,72173,36,16.2,624,True
L2334,2025-07,2025-07-01,Salaried,Tier 2,117547,12,19.82,636,True
L2335,2025-07,2025-07-01,Self-Employed,Tier 2,67383,24,17.38,598,True
L2336,2025-07,2025-07-01,Self-Employed,Tier 2,63591,24,12.6,588,True
L2337,2025-07,2025-07-01,Self-Employed,Tier 2,31579,48,20.12,768,True
L2338,2025-07,2025-07-01,Salaried,Tier 2,94831,12,18.19,642,True
L2339,2025-07,2025-07-01,Salaried,Tier 2,85437,36,14.36,819,True
L2340,2025-07,2025-07-01,Self-Employed,Tier 1,66446,24,15.81,571,True
L2341,2025-07,2025-07-01,Salaried,Tier 1,74494,48,20.13,735,True
L2342,2025-07,2025-07-01,Salaried,Tier 2,127271,12,19.84,633,True
L2343,2025-07,2025-07-01,Salaried,Tier 1,77940,48,12.05,763,True
L2344,2025-07,2025-07-01,Salaried,Tier 3,113217,36,11.83,735,True
L2345,2025-07,2025-07-01,Self-Employed,Tier 1,85690,48,21.07,665,True
L2346,2025-07,2025-07-01,Self-Employed,Tier 2,56897,12,16.55,635,True
L2347,2025-07,2025-07-01,Salaried,Tier 2,89600,12,20.11,649,True
L2348,2025-07,2025-07-01,Salaried,Tier 1,101880,24,18.7,618,True
L2349,2025-07,2025-07-01,Self-Employed,Tier 1,131707,36,21.28,840,True
L2350,2025-07,2025-07-01,Self-Employed,Tier 1,111828,12,18.67,756,True
L2351,2025-07,2025-07-01,Self-Employed,Tier 3,152961,24,12.91,555,True
L2352,2025-07,2025-07-01,Salaried,Tier 3,134991,36,17.64,630,True
L2353,2025-07,2025-07-01,Self-Employed,Tier 3,74544,48,21.06,668,True
L2354,2025-07,2025-07-01,Self-Employed,Tier 1,105046,24,16.75,572,True
L2355,2025-07,2025-07-01,Salaried,Tier 3,60888,36,19.27,835,True
L2356,2025-07,2025-07-01,Salaried,Tier 3,129627,36,18.1,718,True
L2357,2025-07,2025-07-01,Salaried,Tier 2,79029,12,17.45,725,True
L2358,2025-07,2025-07-01,Salaried,Tier 2,77850,36,15.66,708,True
L2359,2025-07,2025-07-01,Self-Employed,Tier 2,70445,24,15.73,647,True
L2360,2025-07,2025-07-01,Salaried,Tier 2,70868,36,21.17,711,True
L2361,2025-07,2025-07-01,Salaried,Tier 1,129077,48,20.9,692,True
L2362,2025-07,2025-07-01,Salaried,Tier 2,122934,24,15.72,679,True
L2363,2025-07,2025-07-01,Self-Employed,Tier 3,83516,12,21.35,588,True
L2364,2025-07,2025-07-01,Salaried,Tier 1,86316,12,13.55,688,True
L2365,2025-07,2025-07-01,Self-Employed,Tier 3,33009,48,21.05,668,True
L2366,2025-07,2025-07-01,Self-Employed,Tier 1,77939,36,12.22,744,True
L2367,2025-07,2025-07-01,Self-Employed,Tier 1,76809,12,15.02,626,True
L2368,2025-07,2025-07-01,Salaried,Tier 1,102316,24,13.68,610,True
L2369,2025-07,2025-07-01,Salaried,Tier 1,54540,48,17.45,769,True
L2370,2025-07,2025-07-01,Self-Employed,Tier 1,132275,12,12.83,636,True
L2371,2025-07,2025-07-01,Salaried,Tier 1,80199,48,21.23,649,True
L2372,2025-07,2025-07-01,Self-Employed,Tier 2,65576,36,14.79,655,True
L2373,2025-07,2025-07-01,Salaried,Tier 2,82679,36,14.12,706,True
L2374,2025-07,2025-07-01,Salaried,Tier 1,101190,36,17.69,685,True
L2375,2025-07,2025-07-01,Salaried,Tier 1,132217,12,12.67,659,True
L2376,2025-07,2025-07-01,Salaried,Tier 1,125550,24,15.82,565,True
L2377,2025-07,2025-07-01,Salaried,Tier 2,103157,36,15.6,556,True
L2378,2025-07,2025-07-01,Self-Employed,Tier 3,62981,48,15.83,739,True
L2379,2025-07,2025-07-01,Self-Employed,Tier 1,91479,48,13.71,698,True
L2380,2025-07,2025-07-01,Salaried,Tier 2,116831,48,15.33,529,True
L2381,2025-07,2025-07-01,Salaried,Tier 2,67152,36,12.9,652,True
L2382,2025-07,2025-07-01,Self-Employed,Tier 2,99335,24,15.02,587,True
L2383,2025-07,2025-07-01,Self-Employed,Tier 3,116865,36,12.84,523,True
L2384,2025-07,2025-07-01,Self-Employed,Tier 2,86286,48,18.78,763,True
L2385,2025-07,2025-07-01,Salaried,Tier 1,107367,36,21.54,721,True
L2386,2025-07,2025-07-01,Self-Employed,Tier 1,89482,24,18.94,643,True
L2387,2025-07,2025-07-01,Salaried,Tier 1,74132,36,19.46,635,True
L2388,2025-07,2025-07-01,Self-Employed,Tier 2,84601,12,19.34,738,True
L2389,2025-07,2025-07-01,Self-Employed,Tier 2,101921,48,17.21,612,True
L2390,2025-07,2025-07-01,Self-Employed,Tier 1,126266,12,20.57,771,True
L2391,2025-07,2025-07-01,Salaried,Tier 2,126537,12,17.45,723,True
L2392,2025-07,2025-07-01,Salaried,Tier 1,75222,12,19.74,591,True
L2393,2025-07,2025-07-01,Self-Employed,Tier 2,86009,12,20.74,561,True
L2394,2025-07,2025-07-01,Salaried,Tier 2,105611,48,20.45,673,True
L2395,2025-07,2025-07-01,Salaried,Tier 1,55469,12,16.44,593,True
L2396,2025-07,2025-07-01,Salaried,Tier 3,77707,48,16.26,771,True
L2397,2025-07,2025-07-01,Salaried,Tier 2,132934,24,16.21,656,True
L2398,2025-07,2025-07-01,Salaried,Tier 2,117059,24,17.6,822,True
L2399,2025-07,2025-07-01,Salaried,Tier 1,102043,48,15.08,549,True
L2400,2025-07,2025-07-01,Salaried,Tier 2,146679,48,15.0,742,True
L2401,2025-07,2025-07-01,Salaried,Tier 1,66384,36,19.34,698,True
L2402,2025-07,2025-07-01,Salaried,Tier 1,34100,12,20.51,771,True
L2403,2025-07,2025-07-01,Self-Employed,Tier 2,94085,24,15.24,743,True
L2404,2025-07,2025-07-01,Self-Employed,Tier 3,68898,48,15.49,668,True
L2405,2025-07,2025-07-01,Salaried,Tier 3,70363,48,21.53,495,True
L2406,2025-07,2025-07-01,Self-Employed,Tier 1,105378,48,17.5,617,True
L2407,2025-07,2025-07-01,Salaried,Tier 1,68816,12,11.52,648,True
L2408,2025-07,2025-07-01,Self-Employed,Tier 1,89373,48,14.09,523,True
L2409,2025-07,2025-07-01,Salaried,Tier 1,57028,24,19.35,841,True
L2410,2025-07,2025-07-01,Salaried,Tier 2,106877,12,17.43,541,True
L2411,2025-07,2025-07-01,Self-Employed,Tier 1,109768,48,18.18,777,True
L2412,2025-07,2025-07-01,Self-Employed,Tier 3,96654,24,15.51,714,True
L2413,2025-07,2025-07-01,Self-Employed,Tier 1,114994,36,21.51,623,True
L2414,2025-07,2025-07-01,Salaried,Tier 1,102596,36,13.81,689,True
L2415,2025-07,2025-07-01,Salaried,Tier 1,93196,12,18.61,671,True
L2416,2025-07,2025-07-01,Salaried,Tier 2,79743,12,14.1,581,True
L2417,2025-07,2025-07-01,Self-Employed,Tier 3,118081,36,19.52,749,True
L2418,2025-07,2025-07-01,Salaried,Tier 3,77847,24,21.94,743,True
L2419,2025-07,2025-07-01,Salaried,Tier 1,68113,36,17.89,520,True
L2420,2025-07,2025-07-01,Self-Employed,Tier 2,120475,12,17.76,740,True
L2421,2025-07,2025-07-01,Self-Employed,Tier 1,105620,48,20.5,582,True
L2422,2025-07,2025-07-01,Salaried,Tier 1,74991,36,16.3,446,True
L2423,2025-07,2025-07-01,Self-Employed,Tier 2,55211,24,12.63,657,True
L2424,2025-07,2025-07-01,Salaried,Tier 2,19334,12,18.17,738,True
L2425,2025-07,2025-07-01,Self-Employed,Tier 1,133029,12,13.1,705,True
L2426,2025-07,2025-07-01,Salaried,Tier 1,121173,24,19.94,727,True
L2427,2025-07,2025-07-01,Self-Employed,Tier 1,132371,24,20.38,685,True
L2428,2025-07,2025-07-01,Salaried,Tier 3,86522,12,15.84,713,True
L2429,2025-07,2025-07-01,Salaried,Tier 2,94418,36,14.2,618,True
L2430,2025-07,2025-07-01,Self-Employed,Tier 1,69938,12,21.15,764,True
L2431,2025-07,2025-07-01,Self-Employed,Tier 1,68595,24,13.33,544,True
L2432,2025-07,2025-07-01,Salaried,Tier 1,125631,12,12.15,565,True
L2433,2025-07,2025-07-01,Salaried,Tier 2,82063,12,19.95,712,True
L2434,2025-07,2025-07-01,Salaried,Tier 2,95422,36,20.4,807,True
L2435,2025-07,2025-07-01,Salaried,Tier 1,97203,36,21.24,716,True
L2436,2025-07,2025-07-01,Salaried,Tier 1,139543,24,13.12,678,True
L2437,2025-07,2025-07-01,Salaried,Tier 1,57093,12,13.13,753,True
L2438,2025-07,2025-07-01,Salaried,Tier 1,141283,36,13.95,515,True
L2439,2025-07,2025-07-01,Self-Employed,Tier 3,90319,36,18.18,559,True
L2440,2025-07,2025-07-01,Self-Employed,Tier 2,52251,48,18.71,607,True
L2441,2025-07,2025-07-01,Self-Employed,Tier 1,87343,24,20.01,639,True
L2442,2025-07,2025-07-01,Salaried,Tier 3,120345,24,20.19,681,True
L2443,2025-07,2025-07-01,Salaried,Tier 1,97875,24,14.71,526,True
L2444,2025-07,2025-07-01,Self-Employed,Tier 2,142176,48,15.83,584,True
L2445,2025-07,2025-07-01,Salaried,Tier 2,64877,48,20.92,490,True
L2446,2025-07,2025-07-01,Salaried,Tier 3,103854,36,11.87,678,True
L2447,2025-07,2025-07-01,Salaried,Tier 2,142987,36,18.36,725,True
L2448,2025-07,2025-07-01,Salaried,Tier 1,92040,36,13.75,542,True
L2449,2025-07,2025-07-01,Salaried,Tier 1,103269,48,15.69,612,True
L2450,2025-07,2025-07-01,Self-Employed,Tier 3,138096,36,14.81,598,True
L2451,2025-07,2025-07-01,Salaried,Tier 1,80992,48,19.8,562,True
L2452,2025-07,2025-07-01,Salaried,Tier 1,56364,12,20.2,469,True
L2453,2025-07,2025-07-01,Salaried,Tier 1,90964,36,20.57,524,True
L2454,2025-07,2025-07-01,Self-Employed,Tier 1,93005,24,18.47,884,True
L2455,2025-07,2025-07-01,Salaried,Tier 3,92673,12,14.21,788,True
L2456,2025-07,2025-07-01,Self-Employed,Tier 3,124677,48,15.58,774,True
L2457,2025-07,2025-07-01,Self-Employed,Tier 2,49502,48,18.4,639,True
L2458,2025-07,2025-07-01,Salaried,Tier 1,91402,48,15.55,805,True
L2459,2025-07,2025-07-01,Self-Employed,Tier 1,140755,36,14.46,819,True
L2460,2025-07,2025-07-01,Salaried,Tier 2,92652,48,12.59,648,True
L2461,2025-07,2025-07-01,Salaried,Tier 1,52665,24,19.66,720,True
L2462,2025-07,2025-07-01,Self-Employed,Tier 1,74497,36,13.7,564,True
L2463,2025-07,2025-07-01,Salaried,Tier 1,98279,12,14.11,863,True
L2464,2025-07,2025-07-01,Salaried,Tier 1,116712,36,14.26,687,True
L2465,2025-07,2025-07-01,Salaried,Tier 1,69403,24,20.03,784,True
L2466,2025-07,2025-07-01,Salaried,Tier 1,41511,36,16.71,484,True
L2467,2025-07,2025-07-01,Self-Employed,Tier 1,111435,12,16.85,707,True
L2468,2025-07,2025-07-01,Self-Employed,Tier 1,15000,24,16.5,686,True
L2469,2025-07,2025-07-01,Self-Employed,Tier 1,97424,24,19.4,679,True
L2470,2025-07,2025-07-01,Salaried,Tier 1,53575,48,13.63,686,True
L2471,2025-07,2025-07-01,Salaried,Tier 3,128761,48,12.41,564,True
L2472,2025-07,2025-07-01,Self-Employed,Tier 1,42924,48,21.92,658,True
L2473,2025-07,2025-07-01,Salaried,Tier 1,78966,36,15.55,743,True
L2474,2025-07,2025-07-01,Salaried,Tier 3,70133,48,19.06,691,True
L2475,2025-07,2025-07-01,Salaried,Tier 3,90118,12,19.88,626,True
L2476,2025-07,2025-07-01,Self-Employed,Tier 1,105948,12,20.7,519,True
L2477,2025-07,2025-07-01,Salaried,Tier 2,95852,12,18.35,728,True
L2478,2025-07,2025-07-01,Salaried,Tier 2,55010,48,16.56,679,True
L2479,2025-07,2025-07-01,Salaried,Tier 1,93549,12,16.27,617,True
L2480,2025-07,2025-07-01,Salaried,Tier 3,107402,36,18.8,725,True
L2481,2025-07,2025-07-01,Salaried,Tier 2,50536,36,19.02,797,True
L2482,2025-07,2025-07-01,Salaried,Tier 1,93552,36,12.5,753,True
L2483,2025-07,2025-07-01,Salaried,Tier 1,102320,24,21.35,555,True
